English_Queries,Task,Category,Sub_Category,Customer
fetch Top Line for Sub_category Mayonaise in month Jan to Sep?,Top Line,NA,Mayonaise,NA
get Gross Sales for Sub_category Chocolate in week Wk44?,Gross Sales,NA,Chocolate,NA
generate Top Line for category Meats in year 2019?,Top Line,Meats,NA,NA
fetch Net sales for Sub_category Grated in quarter Q2?,Net sales,NA,Grated,NA
generate Net sales for category Candy in month Jun to Dec?,Net sales,Candy,NA,NA
get Max Shipment for Sub_category Grated in week Wk30?,Max Shipment,NA,Grated,NA
generate Net sales for category Breakfast in quarter Q1 to Q4?,Net sales,Breakfast,NA,NA
display Net sales for category Breakfast in week Wk44?,Net sales,Breakfast,NA,NA
fetch Net sales for category Breakfast in month Jun to Aug?,Net sales,Breakfast,NA,NA
generate Max Shipment for the Customer Target in week Wk26?,Max Shipment,NA,NA,Target
display Top Line for Sub_category Chocolate in year 2019?,Top Line,NA,Chocolate,NA
fetch Bottom Line for Sub_category Gelatin in week Wk41?,Bottom Line,NA,Gelatin,NA
display Max Shipment for category Breakfast in year 2019?,Max Shipment,Breakfast,NA,NA
fetch Max Shipment for the Customer Kroger in month Feb?,Max Shipment,NA,NA,Kroger
fetch Revenue for the Customer Walmart in week Wk16 to Wk38?,Revenue,NA,NA,Walmart
display Revenue for the Customer Aldi in year 2019?,Revenue,NA,NA,Aldi
display Count for the Customer UNIFI in month Mar to Oct?,Count,NA,NA,UNIFI
fetch Bottom Line for the Customer Target in quarter Q3?,Bottom Line,NA,NA,Target
display Net sales for Sub_category Bacon in quarter Q1 to Q4?,Net sales,NA,Bacon,NA
fetch Net sales for category Breakfast in week Wk4?,Net sales,Breakfast,NA,NA
get Gross Sales for Sub_category Chocolate in year 2019?,Gross Sales,NA,Chocolate,NA
fetch Bottom Line for the Customer Target in quarter Q4?,Bottom Line,NA,NA,Target
display Revenue for category Sauces in month May to Dec?,Revenue,Sauces,NA,NA
fetch Count for Sub_category Bacon in quarter Q1?,Count,NA,Bacon,NA
fetch Bottom Line for category Candy in year 2019?,Bottom Line,Candy,NA,NA
get Count for category Meats in month Jun?,Count,Meats,NA,NA
fetch Revenue for Sub_category BBQ in week Wk15 to Wk32?,Revenue,NA,BBQ,NA
generate Net sales for the Customer Ahold in week Wk15?,Net sales,NA,NA,Ahold
get Gross Sales for Sub_category Natural Cheese in quarter Q2 to Q4?,Gross Sales,NA,Natural Cheese,NA
display Max Shipment for Sub_category Chocolate in quarter Q3?,Max Shipment,NA,Chocolate,NA
generate Net sales for Sub_category Creamers in week Wk15 to Wk41?,Net sales,NA,Creamers,NA
fetch Count for Sub_category Hot Dogs in year 2019?,Count,NA,Hot Dogs,NA
get Revenue for Sub_category Shelf Stable in quarter Q2 to Q4?,Revenue,NA,Shelf Stable,NA
get Bottom Line for category Meats in month Jul?,Bottom Line,Meats,NA,NA
fetch Net sales for the Customer Kroger in week Wk17 to Wk50?,Net sales,NA,NA,Kroger
get Top Line for the Customer Target in quarter Q3?,Top Line,NA,NA,Target
generate Top Line for category Breakfast in quarter Q2 to Q4?,Top Line,Breakfast,NA,NA
fetch Max Shipment for category Sauces in quarter Q4?,Max Shipment,Sauces,NA,NA
fetch Revenue for Sub_category Enhancers in quarter Q1 to Q4?,Revenue,NA,Enhancers,NA
generate Bottom Line for Sub_category Bars/Snacks in month Jan?,Bottom Line,NA,Bars/Snacks,NA
generate Count for the Customer Aldi in month Feb to Sep?,Count,NA,NA,Aldi
generate Bottom Line for category Meats in quarter Q2?,Bottom Line,Meats,NA,NA
fetch Bottom Line for Sub_category All others in quarter Q1 to Q4?,Bottom Line,NA,All others,NA
generate Bottom Line for Sub_category Ketchup in quarter Q3?,Bottom Line,NA,Ketchup,NA
generate Bottom Line for Sub_category Caramels in week Wk8 to Wk44?,Bottom Line,NA,Caramels,NA
display Top Line for Sub_category Shelf Stable in year 2019?,Top Line,NA,Shelf Stable,NA
generate Top Line for category Breakfast in month May to Aug?,Top Line,Breakfast,NA,NA
generate Max Shipment for the Customer Publix in quarter Q3?,Max Shipment,NA,NA,Publix
generate Max Shipment for the Customer Kroger in quarter Q2 to Q4?,Max Shipment,NA,NA,Kroger
display Count for the Customer UNIFI in month Aug?,Count,NA,NA,UNIFI
generate Net sales for Sub_category Shelf Stable in month May to Oct?,Net sales,NA,Shelf Stable,NA
generate Count for Sub_category Coffee in month Oct?,Count,NA,Coffee,NA
fetch Bottom Line for the Customer Kroger in year 2019?,Bottom Line,NA,NA,Kroger
display Top Line for Sub_category Grated in week Wk7?,Top Line,NA,Grated,NA
get Revenue for Sub_category Juice in year 2019?,Revenue,NA,Juice,NA
get Net sales for the Customer Albertsons/Safeway in year 2019?,Net sales,NA,NA,Albertsons/Safeway
fetch Max Shipment for Sub_category Hot Dogs in month May to Oct?,Max Shipment,NA,Hot Dogs,NA
get Gross Sales for category Candy in week Wk42?,Gross Sales,Candy,NA,NA
get Top Line for category Sauces in year 2019?,Top Line,Sauces,NA,NA
fetch Top Line for the Customer Ahold in quarter Q1?,Top Line,NA,NA,Ahold
generate Net sales for the Customer Publix in quarter Q1 to Q4?,Net sales,NA,NA,Publix
get Max Shipment for Sub_category Tea in year 2019?,Max Shipment,NA,Tea,NA
display Max Shipment for category Breakfast in quarter Q2 to Q4?,Max Shipment,Breakfast,NA,NA
generate Max Shipment for Sub_category Juice in week Wk46?,Max Shipment,NA,Juice,NA
generate Top Line for the Customer Publix in quarter Q1 to Q4?,Top Line,NA,NA,Publix
generate Bottom Line for category Meats in quarter Q2?,Bottom Line,Meats,NA,NA
fetch Revenue for category Sauces in year 2019?,Revenue,Sauces,NA,NA
display Count for the Customer Costco in month Jun?,Count,NA,NA,Costco
display Count for the Customer Ahold in week Wk11 to Wk52?,Count,NA,NA,Ahold
generate Bottom Line for Sub_category Mayonaise in week Wk35?,Bottom Line,NA,Mayonaise,NA
fetch Max Shipment for category Cheese in month Jan to Dec?,Max Shipment,Cheese,NA,NA
generate Top Line for the Customer Kroger in week Wk21?,Top Line,NA,NA,Kroger
display Gross Sales for category Meats in quarter Q2 to Q4?,Gross Sales,Meats,NA,NA
display Revenue for Sub_category Caramels in quarter Q4?,Revenue,NA,Caramels,NA
display Count for Sub_category Juice in year 2019?,Count,NA,Juice,NA
generate Net sales for Sub_category Caramels in quarter Q2?,Net sales,NA,Caramels,NA
fetch Bottom Line for category Meats in month Mar to Oct?,Bottom Line,Meats,NA,NA
get Count for the Customer Albertsons/Safeway in month May?,Count,NA,NA,Albertsons/Safeway
display Max Shipment for category Breakfast in quarter Q2 to Q4?,Max Shipment,Breakfast,NA,NA
get Bottom Line for category Breakfast in month May?,Bottom Line,Breakfast,NA,NA
generate Net sales for the Customer Dollar General in year 2019?,Net sales,NA,NA,Dollar General
get Gross Sales for the Customer Amazon in year 2019?,Gross Sales,NA,NA,Amazon
generate Revenue for Sub_category Ketchup in quarter Q2 to Q4?,Revenue,NA,Ketchup,NA
fetch Revenue for Sub_category Hot Dogs in week Wk38?,Revenue,NA,Hot Dogs,NA
generate Gross Sales for Sub_category Ketchup in week Wk25 to Wk29?,Gross Sales,NA,Ketchup,NA
generate Count for the Customer UNIFI in month Sep?,Count,NA,NA,UNIFI
display Top Line for the Customer Walmart in week Wk7 to Wk32?,Top Line,NA,NA,Walmart
display Top Line for Sub_category Ketchup in week Wk29?,Top Line,NA,Ketchup,NA
fetch Revenue for category Breakfast in week Wk17 to Wk27?,Revenue,Breakfast,NA,NA
display Count for the Customer Publix in month Nov?,Count,NA,NA,Publix
display Count for Sub_category Chocolate in year 2019?,Count,NA,Chocolate,NA
generate Top Line for the Customer Walmart in week Wk10?,Top Line,NA,NA,Walmart
display Top Line for Sub_category Juice in year 2019?,Top Line,NA,Juice,NA
generate Top Line for Sub_category Mayonaise in year 2019?,Top Line,NA,Mayonaise,NA
get Net sales for Sub_category Creamers in year 2019?,Net sales,NA,Creamers,NA
display Max Shipment for the Customer Target in week Wk28?,Max Shipment,NA,NA,Target
display Bottom Line for the Customer Aldi in year 2019?,Bottom Line,NA,NA,Aldi
display Revenue for Sub_category Juice in quarter Q1?,Revenue,NA,Juice,NA
fetch Revenue for category Candy in quarter Q2 to Q4?,Revenue,Candy,NA,NA
generate Gross Sales for Sub_category Shelf Stable in quarter Q1?,Gross Sales,NA,Shelf Stable,NA
get Bottom Line for the Customer UNIFI in quarter Q1 to Q4?,Bottom Line,NA,NA,UNIFI
display Bottom Line for the Customer Kroger in year 2019?,Bottom Line,NA,NA,Kroger
generate Gross Sales for category Sauces in quarter Q1 to Q4?,Gross Sales,Sauces,NA,NA
get Revenue for category Candy in month Dec?,Revenue,Candy,NA,NA
generate Max Shipment for Sub_category Ketchup in quarter Q2 to Q4?,Max Shipment,NA,Ketchup,NA
get Net sales for the Customer Publix in year 2019?,Net sales,NA,NA,Publix
fetch Max Shipment for the Customer Publix in month Mar to Oct?,Max Shipment,NA,NA,Publix
fetch Gross Sales for the Customer Walmart in week Wk17?,Gross Sales,NA,NA,Walmart
get Bottom Line for the Customer Dollar General in year 2019?,Bottom Line,NA,NA,Dollar General
fetch Count for the Customer Ahold in week Wk22?,Count,NA,NA,Ahold
display Max Shipment for the Customer Ahold in quarter Q1 to Q4?,Max Shipment,NA,NA,Ahold
get Gross Sales for the Customer Ahold in quarter Q1?,Gross Sales,NA,NA,Ahold
fetch Top Line for the Customer Ahold in week Wk5 to Wk47?,Top Line,NA,NA,Ahold
generate Revenue for Sub_category Processed Cheese in week Wk15?,Revenue,NA,Processed Cheese,NA
fetch Net sales for Sub_category Processed Cheese in month May to Aug?,Net sales,NA,Processed Cheese,NA
display Count for category Meats in month Jun?,Count,Meats,NA,NA
fetch Max Shipment for category Meats in quarter Q2 to Q4?,Max Shipment,Meats,NA,NA
generate Revenue for category Cheese in year 2019?,Revenue,Cheese,NA,NA
display Net sales for Sub_category Processed Cheese in year 2019?,Net sales,NA,Processed Cheese,NA
fetch Count for Sub_category Mayonaise in month Apr?,Count,NA,Mayonaise,NA
get Bottom Line for the Customer Aldi in week Wk18 to Wk36?,Bottom Line,NA,NA,Aldi
fetch Bottom Line for Sub_category Specialty Meats in year 2019?,Bottom Line,NA,Specialty Meats,NA
display Gross Sales for category Meats in week Wk13 to Wk43?,Gross Sales,Meats,NA,NA
get Bottom Line for category Cheese in month Dec?,Bottom Line,Cheese,NA,NA
generate Max Shipment for the Customer Kroger in week Wk13 to Wk29?,Max Shipment,NA,NA,Kroger
generate Revenue for Sub_category Ketchup in month Oct?,Revenue,NA,Ketchup,NA
get Net sales for Sub_category Hard in quarter Q2 to Q4?,Net sales,NA,Hard,NA
get Revenue for Sub_category Ketchup in month Feb?,Revenue,NA,Ketchup,NA
get Bottom Line for Sub_category Creamers in week Wk18 to Wk27?,Bottom Line,NA,Creamers,NA
get Gross Sales for category Sauces in month Feb?,Gross Sales,Sauces,NA,NA
generate Net sales for the Customer Target in year 2019?,Net sales,NA,NA,Target
display Revenue for Sub_category Ketchup in week Wk17?,Revenue,NA,Ketchup,NA
display Gross Sales for category Sauces in month Feb to Oct?,Gross Sales,Sauces,NA,NA
generate Bottom Line for Sub_category Ketchup in month Jan?,Bottom Line,NA,Ketchup,NA
display Top Line for Sub_category Hard in month Jan to Sep?,Top Line,NA,Hard,NA
display Top Line for category Cheese in month Jan?,Top Line,Cheese,NA,NA
display Gross Sales for category Sauces in month Apr to Sep?,Gross Sales,Sauces,NA,NA
get Revenue for the Customer Albertsons/Safeway in week Wk26?,Revenue,NA,NA,Albertsons/Safeway
generate Max Shipment for the Customer Kroger in week Wk16 to Wk31?,Max Shipment,NA,NA,Kroger
display Max Shipment for category Meats in year 2019?,Max Shipment,Meats,NA,NA
fetch Net sales for Sub_category Hot Dogs in quarter Q1 to Q4?,Net sales,NA,Hot Dogs,NA
display Top Line for Sub_category BBQ in year 2019?,Top Line,NA,BBQ,NA
display Top Line for category Cheese in quarter Q1 to Q4?,Top Line,Cheese,NA,NA
generate Bottom Line for the Customer Publix in year 2019?,Bottom Line,NA,NA,Publix
get Max Shipment for the Customer Publix in month Mar to Oct?,Max Shipment,NA,NA,Publix
get Top Line for category Breakfast in year 2019?,Top Line,Breakfast,NA,NA
fetch Max Shipment for the Customer Publix in month Feb to Aug?,Max Shipment,NA,NA,Publix
generate Net sales for the Customer Kroger in month Jan?,Net sales,NA,NA,Kroger
display Net sales for the Customer Dollar General in quarter Q1 to Q4?,Net sales,NA,NA,Dollar General
generate Top Line for category Meats in month Apr?,Top Line,Meats,NA,NA
display Max Shipment for Sub_category Juice in quarter Q2 to Q4?,Max Shipment,NA,Juice,NA
get Max Shipment for Sub_category Grated in week Wk23?,Max Shipment,NA,Grated,NA
generate Count for Sub_category Enhancers in month May to Sep?,Count,NA,Enhancers,NA
fetch Net sales for category Cheese in month Jul?,Net sales,Cheese,NA,NA
fetch Revenue for Sub_category Cold Cuts in month Mar to Sep?,Revenue,NA,Cold Cuts,NA
display Gross Sales for category Meats in week Wk28?,Gross Sales,Meats,NA,NA
get Net sales for category Candy in year 2019?,Net sales,Candy,NA,NA
generate Max Shipment for category Breakfast in year 2019?,Max Shipment,Breakfast,NA,NA
fetch Bottom Line for category Candy in week Wk1 to Wk49?,Bottom Line,Candy,NA,NA
fetch Gross Sales for the Customer Amazon in quarter Q1?,Gross Sales,NA,NA,Amazon
get Count for category Meats in year 2019?,Count,Meats,NA,NA
get Top Line for Sub_category BBQ in month Jul?,Top Line,NA,BBQ,NA
display Count for category Meats in week Wk5 to Wk36?,Count,Meats,NA,NA
get Revenue for category Breakfast in week Wk37?,Revenue,Breakfast,NA,NA
fetch Top Line for Sub_category Juice in quarter Q1 to Q4?,Top Line,NA,Juice,NA
display Net sales for category Candy in quarter Q3?,Net sales,Candy,NA,NA
generate Bottom Line for Sub_category Mayonaise in year 2019?,Bottom Line,NA,Mayonaise,NA
generate Revenue for the Customer Dollar General in month Jun?,Revenue,NA,NA,Dollar General
fetch Max Shipment for the Customer Dollar General in month Mar to Nov?,Max Shipment,NA,NA,Dollar General
get Count for the Customer Costco in quarter Q4?,Count,NA,NA,Costco
display Top Line for the Customer Target in quarter Q1 to Q4?,Top Line,NA,NA,Target
get Gross Sales for the Customer UNIFI in week Wk3?,Gross Sales,NA,NA,UNIFI
display Max Shipment for the Customer Publix in quarter Q2 to Q4?,Max Shipment,NA,NA,Publix
display Revenue for category Sauces in month Oct?,Revenue,Sauces,NA,NA
display Top Line for the Customer Amazon in year 2019?,Top Line,NA,NA,Amazon
get Gross Sales for the Customer Dollar General in year 2019?,Gross Sales,NA,NA,Dollar General
fetch Net sales for category Meats in week Wk16 to Wk34?,Net sales,Meats,NA,NA
display Bottom Line for the Customer Walmart in year 2019?,Bottom Line,NA,NA,Walmart
fetch Max Shipment for Sub_category Coffee in quarter Q1 to Q4?,Max Shipment,NA,Coffee,NA
get Top Line for Sub_category Natural Cheese in quarter Q1?,Top Line,NA,Natural Cheese,NA
generate Net sales for Sub_category All others in week Wk16 to Wk43?,Net sales,NA,All others,NA
get Net sales for Sub_category Shelf Stable in month Oct?,Net sales,NA,Shelf Stable,NA
fetch Count for the Customer Walmart in week Wk1 to Wk33?,Count,NA,NA,Walmart
fetch Revenue for the Customer Costco in year 2019?,Revenue,NA,NA,Costco
get Max Shipment for the Customer Ahold in year 2019?,Max Shipment,NA,NA,Ahold
generate Net sales for Sub_category Grated in year 2019?,Net sales,NA,Grated,NA
get Gross Sales for the Customer Aldi in week Wk8 to Wk46?,Gross Sales,NA,NA,Aldi
generate Bottom Line for category Sauces in week Wk32?,Bottom Line,Sauces,NA,NA
fetch Net sales for Sub_category Creamers in month Feb to Oct?,Net sales,NA,Creamers,NA
get Count for the Customer Albertsons/Safeway in quarter Q2?,Count,NA,NA,Albertsons/Safeway
get Count for the Customer Ahold in week Wk14 to Wk44?,Count,NA,NA,Ahold
get Gross Sales for the Customer Walmart in quarter Q4?,Gross Sales,NA,NA,Walmart
display Count for the Customer Aldi in quarter Q1 to Q4?,Count,NA,NA,Aldi
generate Bottom Line for Sub_category Natural Cheese in week Wk25?,Bottom Line,NA,Natural Cheese,NA
generate Net sales for category Sauces in year 2019?,Net sales,Sauces,NA,NA
generate Gross Sales for Sub_category Hot Dogs in month Dec?,Gross Sales,NA,Hot Dogs,NA
get Gross Sales for the Customer Dollar General in month Feb to Sep?,Gross Sales,NA,NA,Dollar General
display Bottom Line for category Sauces in year 2019?,Bottom Line,Sauces,NA,NA
get Bottom Line for the Customer Target in week Wk15 to Wk40?,Bottom Line,NA,NA,Target
display Net sales for category Meats in quarter Q3?,Net sales,Meats,NA,NA
get Bottom Line for Sub_category Shelf Stable in quarter Q1 to Q4?,Bottom Line,NA,Shelf Stable,NA
display Revenue for category Cheese in quarter Q3?,Revenue,Cheese,NA,NA
generate Gross Sales for category Sauces in month Jun to Nov?,Gross Sales,Sauces,NA,NA
generate Bottom Line for Sub_category Bars/Snacks in week Wk27?,Bottom Line,NA,Bars/Snacks,NA
display Count for category Breakfast in week Wk15 to Wk44?,Count,Breakfast,NA,NA
fetch Top Line for category Breakfast in year 2019?,Top Line,Breakfast,NA,NA
display Count for the Customer Amazon in week Wk19 to Wk27?,Count,NA,NA,Amazon
get Top Line for the Customer Walmart in quarter Q4?,Top Line,NA,NA,Walmart
fetch Revenue for category Cheese in month Feb to Dec?,Revenue,Cheese,NA,NA
fetch Bottom Line for category Breakfast in week Wk31?,Bottom Line,Breakfast,NA,NA
display Max Shipment for the Customer Albertsons/Safeway in year 2019?,Max Shipment,NA,NA,Albertsons/Safeway
get Count for the Customer Target in month Jan?,Count,NA,NA,Target
fetch Bottom Line for Sub_category Shelf Stable in month May to Sep?,Bottom Line,NA,Shelf Stable,NA
display Max Shipment for the Customer Dollar General in week Wk50?,Max Shipment,NA,NA,Dollar General
fetch Top Line for the Customer Albertsons/Safeway in quarter Q2 to Q4?,Top Line,NA,NA,Albertsons/Safeway
generate Bottom Line for the Customer Costco in month Jul?,Bottom Line,NA,NA,Costco
generate Net sales for the Customer Amazon in week Wk1 to Wk42?,Net sales,NA,NA,Amazon
display Gross Sales for category Candy in week Wk48?,Gross Sales,Candy,NA,NA
fetch Max Shipment for the Customer Target in quarter Q1 to Q4?,Max Shipment,NA,NA,Target
display Net sales for Sub_category Gelatin in month Jul?,Net sales,NA,Gelatin,NA
get Net sales for Sub_category Mayonaise in year 2019?,Net sales,NA,Mayonaise,NA
get Top Line for category Cheese in quarter Q4?,Top Line,Cheese,NA,NA
display Revenue for Sub_category Mayonaise in quarter Q1 to Q4?,Revenue,NA,Mayonaise,NA
fetch Revenue for the Customer Aldi in month Jan?,Revenue,NA,NA,Aldi
get Revenue for Sub_category Caramels in quarter Q1 to Q4?,Revenue,NA,Caramels,NA
display Revenue for the Customer Walmart in month Feb?,Revenue,NA,NA,Walmart
fetch Revenue for the Customer Amazon in week Wk7 to Wk46?,Revenue,NA,NA,Amazon
get Top Line for category Candy in month Jun?,Top Line,Candy,NA,NA
get Bottom Line for the Customer Publix in week Wk7 to Wk36?,Bottom Line,NA,NA,Publix
display Gross Sales for category Breakfast in year 2019?,Gross Sales,Breakfast,NA,NA
get Count for the Customer Ahold in quarter Q2 to Q4?,Count,NA,NA,Ahold
generate Gross Sales for Sub_category Caramels in week Wk9?,Gross Sales,NA,Caramels,NA
fetch Bottom Line for category Meats in quarter Q1 to Q4?,Bottom Line,Meats,NA,NA
display Net sales for Sub_category Chocolate in month Sep?,Net sales,NA,Chocolate,NA
fetch Gross Sales for the Customer Aldi in week Wk18 to Wk39?,Gross Sales,NA,NA,Aldi
display Bottom Line for Sub_category Cold Cuts in year 2019?,Bottom Line,NA,Cold Cuts,NA
get Gross Sales for Sub_category Grated in quarter Q2 to Q4?,Gross Sales,NA,Grated,NA
display Count for category Breakfast in week Wk38?,Count,Breakfast,NA,NA
generate Gross Sales for Sub_category Creamers in year 2019?,Gross Sales,NA,Creamers,NA
display Max Shipment for category Meats in year 2019?,Max Shipment,Meats,NA,NA
get Revenue for category Breakfast in month May to Oct?,Revenue,Breakfast,NA,NA
get Top Line for Sub_category Grated in week Wk21?,Top Line,NA,Grated,NA
fetch Net sales for the Customer Target in quarter Q1 to Q4?,Net sales,NA,NA,Target
fetch Bottom Line for Sub_category Specialty Meats in month Jun?,Bottom Line,NA,Specialty Meats,NA
fetch Revenue for the Customer Publix in week Wk14 to Wk28?,Revenue,NA,NA,Publix
generate Top Line for Sub_category Hard in quarter Q4?,Top Line,NA,Hard,NA
get Net sales for the Customer Walmart in quarter Q1 to Q4?,Net sales,NA,NA,Walmart
generate Net sales for the Customer Costco in quarter Q1?,Net sales,NA,NA,Costco
get Revenue for the Customer Publix in year 2019?,Revenue,NA,NA,Publix
generate Top Line for category Meats in week Wk11?,Top Line,Meats,NA,NA
generate Bottom Line for the Customer Publix in year 2019?,Bottom Line,NA,NA,Publix
get Gross Sales for the Customer UNIFI in week Wk9?,Gross Sales,NA,NA,UNIFI
fetch Count for the Customer Amazon in month Apr to Aug?,Count,NA,NA,Amazon
get Net sales for category Cheese in quarter Q3?,Net sales,Cheese,NA,NA
fetch Bottom Line for category Meats in month Mar to Nov?,Bottom Line,Meats,NA,NA
display Gross Sales for Sub_category Hot Dogs in year 2019?,Gross Sales,NA,Hot Dogs,NA
fetch Count for category Meats in year 2019?,Count,Meats,NA,NA
generate Max Shipment for Sub_category Bacon in year 2019?,Max Shipment,NA,Bacon,NA
generate Gross Sales for the Customer Amazon in week Wk22 to Wk51?,Gross Sales,NA,NA,Amazon
get Max Shipment for Sub_category Shelf Stable in quarter Q1?,Max Shipment,NA,Shelf Stable,NA
display Net sales for category Breakfast in year 2019?,Net sales,Breakfast,NA,NA
display Net sales for the Customer Kroger in month Nov?,Net sales,NA,NA,Kroger
get Count for Sub_category BBQ in quarter Q2 to Q4?,Count,NA,BBQ,NA
fetch Top Line for Sub_category Hot Dogs in week Wk39?,Top Line,NA,Hot Dogs,NA
fetch Net sales for Sub_category Enhancers in week Wk19 to Wk43?,Net sales,NA,Enhancers,NA
fetch Top Line for the Customer Dollar General in month Aug?,Top Line,NA,NA,Dollar General
generate Net sales for category Sauces in year 2019?,Net sales,Sauces,NA,NA
fetch Top Line for category Breakfast in quarter Q1?,Top Line,Breakfast,NA,NA
generate Gross Sales for category Sauces in week Wk12 to Wk47?,Gross Sales,Sauces,NA,NA
generate Gross Sales for the Customer Dollar General in month Nov?,Gross Sales,NA,NA,Dollar General
get Gross Sales for Sub_category Mayonaise in week Wk22 to Wk28?,Gross Sales,NA,Mayonaise,NA
get Max Shipment for the Customer Target in month Sep?,Max Shipment,NA,NA,Target
get Bottom Line for category Cheese in quarter Q1 to Q4?,Bottom Line,Cheese,NA,NA
get Count for the Customer Ahold in year 2019?,Count,NA,NA,Ahold
generate Count for category Sauces in year 2019?,Count,Sauces,NA,NA
generate Net sales for Sub_category Coffee in month May?,Net sales,NA,Coffee,NA
generate Max Shipment for the Customer Dollar General in week Wk7 to Wk43?,Max Shipment,NA,NA,Dollar General
generate Bottom Line for the Customer Costco in month Dec?,Bottom Line,NA,NA,Costco
get Revenue for the Customer Amazon in week Wk3 to Wk47?,Revenue,NA,NA,Amazon
display Revenue for the Customer Dollar General in year 2019?,Revenue,NA,NA,Dollar General
generate Top Line for category Candy in week Wk6 to Wk37?,Top Line,Candy,NA,NA
display Gross Sales for the Customer Ahold in week Wk36?,Gross Sales,NA,NA,Ahold
fetch Top Line for the Customer Kroger in year 2019?,Top Line,NA,NA,Kroger
get Max Shipment for Sub_category Shelf Stable in month Dec?,Max Shipment,NA,Shelf Stable,NA
display Bottom Line for Sub_category Juice in quarter Q1 to Q4?,Bottom Line,NA,Juice,NA
get Net sales for category Meats in month Nov?,Net sales,Meats,NA,NA
generate Gross Sales for category Sauces in month Feb to Sep?,Gross Sales,Sauces,NA,NA
fetch Count for category Candy in week Wk28?,Count,Candy,NA,NA
fetch Count for category Cheese in year 2019?,Count,Cheese,NA,NA
generate Max Shipment for the Customer Albertsons/Safeway in week Wk14?,Max Shipment,NA,NA,Albertsons/Safeway
generate Gross Sales for category Candy in year 2019?,Gross Sales,Candy,NA,NA
fetch Top Line for Sub_category Hot Dogs in month Nov?,Top Line,NA,Hot Dogs,NA
get Bottom Line for Sub_category Bars/Snacks in year 2019?,Bottom Line,NA,Bars/Snacks,NA
fetch Bottom Line for the Customer Publix in year 2019?,Bottom Line,NA,NA,Publix
generate Top Line for Sub_category Bars/Snacks in week Wk24 to Wk40?,Top Line,NA,Bars/Snacks,NA
display Top Line for Sub_category Ketchup in quarter Q4?,Top Line,NA,Ketchup,NA
fetch Gross Sales for the Customer Amazon in quarter Q2 to Q4?,Gross Sales,NA,NA,Amazon
generate Top Line for category Cheese in month Jul?,Top Line,Cheese,NA,NA
display Max Shipment for category Breakfast in month Feb to Nov?,Max Shipment,Breakfast,NA,NA
generate Gross Sales for Sub_category Bacon in quarter Q4?,Gross Sales,NA,Bacon,NA
display Bottom Line for Sub_category Bacon in month Mar to Oct?,Bottom Line,NA,Bacon,NA
display Gross Sales for category Candy in year 2019?,Gross Sales,Candy,NA,NA
display Net sales for Sub_category Hot Dogs in month Mar to Sep?,Net sales,NA,Hot Dogs,NA
get Max Shipment for Sub_category All others in quarter Q1?,Max Shipment,NA,All others,NA
generate Gross Sales for Sub_category Bacon in quarter Q1 to Q4?,Gross Sales,NA,Bacon,NA
display Top Line for Sub_category Caramels in year 2019?,Top Line,NA,Caramels,NA
display Count for the Customer Amazon in quarter Q1 to Q4?,Count,NA,NA,Amazon
fetch Max Shipment for Sub_category Tea in month Sep?,Max Shipment,NA,Tea,NA
fetch Top Line for category Sauces in quarter Q2 to Q4?,Top Line,Sauces,NA,NA
get Gross Sales for category Breakfast in quarter Q4?,Gross Sales,Breakfast,NA,NA
display Max Shipment for Sub_category Hard in year 2019?,Max Shipment,NA,Hard,NA
get Net sales for the Customer Dollar General in month Jan?,Net sales,NA,NA,Dollar General
generate Net sales for category Cheese in year 2019?,Net sales,Cheese,NA,NA
generate Bottom Line for Sub_category Chocolate in year 2019?,Bottom Line,NA,Chocolate,NA
get Gross Sales for category Candy in month Jun to Aug?,Gross Sales,Candy,NA,NA
display Max Shipment for Sub_category Natural Cheese in quarter Q2?,Max Shipment,NA,Natural Cheese,NA
get Net sales for Sub_category Natural Cheese in month Jun to Aug?,Net sales,NA,Natural Cheese,NA
display Bottom Line for category Meats in year 2019?,Bottom Line,Meats,NA,NA
generate Count for category Sauces in month Jan to Dec?,Count,Sauces,NA,NA
get Gross Sales for the Customer Kroger in quarter Q1?,Gross Sales,NA,NA,Kroger
get Count for Sub_category Natural Cheese in month Mar to Oct?,Count,NA,Natural Cheese,NA
get Top Line for the Customer Kroger in year 2019?,Top Line,NA,NA,Kroger
get Bottom Line for Sub_category Grated in quarter Q2 to Q4?,Bottom Line,NA,Grated,NA
get Bottom Line for Sub_category Shelf Stable in week Wk2?,Bottom Line,NA,Shelf Stable,NA
display Count for Sub_category Hot Dogs in year 2019?,Count,NA,Hot Dogs,NA
generate Max Shipment for category Candy in quarter Q4?,Max Shipment,Candy,NA,NA
display Max Shipment for the Customer Albertsons/Safeway in quarter Q1 to Q4?,Max Shipment,NA,NA,Albertsons/Safeway
get Max Shipment for the Customer Dollar General in month Mar?,Max Shipment,NA,NA,Dollar General
display Bottom Line for category Cheese in week Wk2 to Wk40?,Bottom Line,Cheese,NA,NA
get Revenue for Sub_category Natural Cheese in week Wk41?,Revenue,NA,Natural Cheese,NA
fetch Top Line for the Customer Amazon in quarter Q1 to Q4?,Top Line,NA,NA,Amazon
get Max Shipment for category Breakfast in month Feb?,Max Shipment,Breakfast,NA,NA
display Revenue for the Customer Amazon in quarter Q1 to Q4?,Revenue,NA,NA,Amazon
